<	( some hippo ) French	( some hippo ) European
<	( some hungry ) French	( some hungry ) European
<	( some non-ape ) French	( some non-ape ) European
<	( some ape ) French	( some ape ) European
<	( some animal ) French	( some animal ) European
<	( some dog ) French	( some dog ) European
<	( some cat ) French	( some cat ) European
<	( some unable ) French	( some unable ) European
<	( some able ) French	( some able ) European
<	( some Asian ) French	( some Asian ) European
<	( some bird ) French	( some bird ) European
<	( some crow ) French	( some crow ) European
<	( some sofa ) French	( some sofa ) European
<	( some couch ) French	( some couch ) European
<	( some snail ) French	( some snail ) European
<	( some vertebrate ) French	( some vertebrate ) European
<	( some invertebrate ) French	( some invertebrate ) European
<	( some bark ) French	( some bark ) European
<	( some puppy ) French	( some puppy ) European
<	( some feline ) French	( some feline ) European
<	( some mobile ) French	( some mobile ) European
<	( some immobile ) French	( some immobile ) European
<	( some dead ) French	( some dead ) European
<	( some live ) French	( some live ) European
<	( some human ) French	( some human ) European
<	( some animate ) French	( some animate ) European
<	( some inanimate ) French	( some inanimate ) European
<	( some seat ) French	( some seat ) European
<	( some bench ) French	( some bench ) European
<	( some woody ) French	( some woody ) European
<	( some plant ) French	( some plant ) European
<	( some tree ) French	( some tree ) European
<	( some oak ) French	( some oak ) European
<	( some bush ) French	( some bush ) European
<	( some destructible ) French	( some destructible ) European
<	( some indestructible ) French	( some indestructible ) European
<	( some mammal ) French	( some mammal ) European